FHzD-Ttff-n5GT-GAgF,101,yes,gifted,Cereals,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,102,yes,gifted,Cereals,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,103,no,,Cereals,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,104,no,,Cereals,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,105,yes,purchased,Cereals,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,106,yes,gifted,Cereals,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,107,no,,Cereals,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,108,no,,Cereals,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,109,no,,Cereals,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,110,yes,ownproduced,Cereals,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,111,no,,Cereals,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,112,yes,ownproduced,Cereals,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,113,no,,Cereals,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,114,no,,Cereals,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,115,no,,Cereals,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,116,yes,ownproduced,Cereals,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,117,yes,ownproduced,Cereals,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,118,no,,Cereals,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,201,yes,purchased,Roots & tubers,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,202,yes,gifted,Roots & tubers,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,203,yes,purchased,Roots & tubers,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,204,no,,Roots & tubers,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,205,no,,Roots & tubers,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,206,no,,Roots & tubers,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,207,yes,purchased,Roots & tubers,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,208,no,,Roots & tubers,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,209,no,,Roots & tubers,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,301,yes,purchased,Legumes & nuts,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,302,no,,Legumes & nuts,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,303,no,,Legumes & nuts,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,305,yes,gifted,Legumes & nuts,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,306,no,,Legumes & nuts,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,307,no,,Legumes & nuts,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,308,yes,gifted,Legumes & nuts,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,309,yes,ownproduced,Legumes & nuts,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,310,no,,Legumes & nuts,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,311,no,,Legumes & nuts,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,312,yes,gifted,Legumes & nuts,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,313,no,,Legumes & nuts,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,401,yes,ownproduced,Vegetables,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,402,yes,purchased,Vegetables,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,403,yes,purchased,Vegetables,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,404,no,,Vegetables,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,405,no,,Vegetables,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,406,yes,gifted,Vegetables,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,407,no,,Vegetables,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,408,no,,Vegetables,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,409,yes,purchased,Vegetables,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,410,yes,purchased,Vegetables,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,411,yes,ownproduced,Vegetables,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,412,no,,Vegetables,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,413,no,,Vegetables,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,414,no,,Vegetables,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,501,no,,Eggs,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,504,no,,Meat,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,505,yes,ownproduced,Meat,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,506,yes,purchased,Meat,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,507,yes,purchased,Meat,Masvingo,Rural
FHzD-Ttff-n5GT-GAgF,508,yes,purchased,Meat,Masvingo,Rural
NUlt-0o0P-yYmJ-PYpg,101,yes,ownproduced,Cereals,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,102,yes,ownproduced,Cereals,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,103,yes,purchased,Cereals,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,104,no,,Cereals,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,105,yes,gifted,Cereals,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,106,no,,Cereals,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,107,no,,Cereals,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,108,yes,ownproduced,Cereals,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,109,no,,Cereals,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,110,no,,Cereals,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,111,yes,gifted,Cereals,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,112,no,,Cereals,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,113,no,,Cereals,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,114,no,,Cereals,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,115,yes,ownproduced,Cereals,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,116,yes,gifted,Cereals,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,117,no,,Cereals,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,118,yes,ownproduced,Cereals,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,201,yes,ownproduced,Roots & tubers,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,202,yes,purchased,Roots & tubers,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,203,no,,Roots & tubers,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,204,no,,Roots & tubers,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,205,yes,ownproduced,Roots & tubers,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,206,no,,Roots & tubers,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,207,yes,ownproduced,Roots & tubers,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,208,yes,gifted,Roots & tubers,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,209,no,,Roots & tubers,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,301,no,,Legumes & nuts,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,302,no,,Legumes & nuts,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,303,yes,ownproduced,Legumes & nuts,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,305,yes,purchased,Legumes & nuts,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,306,yes,gifted,Legumes & nuts,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,307,yes,gifted,Legumes & nuts,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,308,yes,purchased,Legumes & nuts,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,309,yes,ownproduced,Legumes & nuts,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,310,no,,Legumes & nuts,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,311,yes,ownproduced,Legumes & nuts,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,312,no,,Legumes & nuts,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,313,no,,Legumes & nuts,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,401,yes,ownproduced,Vegetables,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,402,yes,ownproduced,Vegetables,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,403,no,,Vegetables,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,404,no,,Vegetables,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,405,no,,Vegetables,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,406,no,,Vegetables,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,407,no,,Vegetables,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,408,yes,purchased,Vegetables,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,409,yes,ownproduced,Vegetables,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,410,no,,Vegetables,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,411,yes,purchased,Vegetables,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,412,no,,Vegetables,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,413,no,,Vegetables,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,414,yes,purchased,Vegetables,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,501,yes,gifted,Eggs,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,504,no,,Meat,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,505,no,,Meat,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,506,no,,Meat,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,507,yes,purchased,Meat,Mashonaland East,Rural
NUlt-0o0P-yYmJ-PYpg,508,yes,gifted,Meat,Mashonaland East,Rural
